Monster Spoilers for 変愚蛮怒 3.0.0Alpha6
------------------------------------------

Name                                                                                                                                                                   Lev  Rar  Spd      Hp      Ac          Visual Info
    凶熊                                                                                                                                                                15    1   +0   18d10      35           灰色の 'q'
    森トロル                                                                                                                                                            17    1   +0   20d10      50       明るい緑の 'T'
    フオルン                                                                                                                                                            19    1   +0   50d10      45             緑の '#'
    カメレオン                                                                                                                                                          20    1   +0  10d100       0             紫の 'R'
    フェイズ・スパイダー                                                                                                                                                20    2  +10     6d8      25       明るい青の 'S'
    サーベル・タイガー                                                                                                                                                  20    2  +10   20d14      50           黄色の 'f'
    サスカッチ                                                                                                                                                          20    3  +10   20d19      40   明るい青灰色の 'Y'
[U] 『柳じじい』                                                                                                                                                        22    5   +0     529      20         青灰色の '#'
    ワイバーン                                                                                                                                                          22    2  +10   100d5      65       明るい緑の 'd'
    ヤング・ブルー・ドラゴン                                                                                                                                            25    1   +0     300      50             青い 'd'
[U] 二子峠の魔王『赤カブト』                                                                                                                                            25    2  +10    1000     100             赤い 'q'
    アルグロス                                                                                                                                                          27    1   +0   21d12      60         青灰色の 'T'
    マンティコア                                                                                                                                                        30    2  +10     250      15       オレンジの 'H'
    ビハインダー                                                                                                                                                        30  100  +15   30d20      45           透明な '.'
    ゴーゴン                                                                                                                                                            31    2   +0   30d20      88             青い 'H'
    ブルー・ドラゴン                                                                                                                                                    33    1   +5     400      70             青い 'd'
    グリーン・ドラゴン                                                                                                                                                  33    1   +5     400      70             緑の 'd'
[U] 岩トロル『バート』                                                                                                                                                  33    7   +5    1100      70   明るい青灰色の 'T'
[U] 岩トロル『ビル』                                                                                                                                                    33    7   +5    1100      70   明るい青灰色の 'T'
[U] 岩トロル『トム』                                                                                                                                                    33    7   +5    1100      70   明るい青灰色の 'T'
    エルドラク                                                                                                                                                          39    3   +0     750      80             赤い 'T'
    エティン                                                                                                                                                            39    3   +0    1000      80           黄色の 'T'
    邪舞邪舞鳥                                                                                                                                                          40    3   +0   80d13      70         琥珀色の 'B'
[U] ヴァリノールの猟犬『フアン』                                                                                                                                        72    5  +20    7500     110           灰色の 'C'
    巨大サイバーワイアーム天使悪魔リッチ                                                                                                                                99   50  +40    9801     200           万色の 'N'

