Monster Spoilers for 変愚蛮怒 3.0.0Alpha54
------------------------------------------

Name                                          Lev  Rar  Spd      Hp      Ac          Visual Info
    ポルターガイスト                            3    1  +20     2d5      15         青灰色の 'G'
    ワタリガラス                                3    2  +10      20      12           灰色の 'B'
    ピラニア                                    3    1  +10     2d6       8       明るい青の 'l'
    巨大シロアリ                                3    1   +0     3d6      16             白い 'a'
    抜け雀                                      3    3   +0     3d6       5   明るい琥珀色の 'B'
    イエロー・モルド                            3    1   +0     8d8      10           黄色の 'm'
    チンピラウサギ                              3    2   +0     3d6      10             紫の 'r'
    イエロー・ゼリー                            3    1  +10    10d8       1           黄色の 'j'
    シルバー・ゼリー                            3    2  +10    10d8       1   明るい青灰色の 'j'
    銀赤ムカデ                                  3    1  +10     4d8       9       明るい赤の 'c'
[U] 『スメアゴル』                              3    2  +20     400      12         琥珀色の 'h'
    ブラック・ナーガ                            3    1   +0     6d8      40           灰色の 'n'
[U] 放火魔『雄一』                              3    1   -1      35      15   明るい琥珀色の 't'
    巨大白ネズミ                                4    1   +0     2d2       7   明るい青灰色の 'r'
    黄色い光                                    4    1  +10     2d6      12           黄色の '*'
    青イモムシの大群                            4    1  -10     5d8      12             青い 'w'
    洞窟トカゲ                                  4    1   +0     3d6      16         琥珀色の 'R'
    銅のクリーピングコイン                      4    2  -10     7d8      24         琥珀色の '$'
    ブルー・ゼリー                              4    1   +0    12d8       1             青い 'j'
    大灰色ヘビ                                  4    1  -10     6d8      41         青灰色の 'J'
    小汚いスナガ                                4    1   +0     5d5      32       明るい緑の 'o'
    メカジキ                                    4    2  +10    5d12      10   明るい青灰色の 'l'
    折れたデスソード                            4    5  +10     6d3      20           灰色の '|'
    つばめ                                      4    2   +0     3d6      10       明るい青の 'B'
    見習レンジャー                              4    1   +0     6d8       6             緑の 'p'
    見習超能力者                                4    1   +0     6d8      10           黄色の 'p'
    見習パラディン                              4    1   +0     6d8      16             白い 'p'
[U] 全開装甲『カバード・コア』                  4    1   +0      45       1       明るい緑の 'g'
[U] 『スーパー・グレート・シルバー・ゼリー』    4    1  +10      60       1         青灰色の 'j'
    赤イモムシの大群                            5    1  -10     5d8      12             赤い 'w'
    見習メイジ                                  5    2   +0     6d4       6       明るい赤の 'p'
    ブルー・ウーズ                              5    1   +0     3d4      16             青い 'j'
    グレイ・ベトベト                            5    1   +0     4d8      12         青灰色の 'i'
    スケルトン・コボルド                        5    1   +0     5d8      26             白い 's'
    緑の食いしん坊ゴースト                      5    1  +20     3d4      20             緑の 'G'
    マムシ                                      5    1   +0     4d6      20       オレンジの 'J'
    グリーン・ゼリー                            5    1  +10    22d8       1             緑の 'j'
    タカ                                        5    2   +0     4d6      10         琥珀色の 'B'
    イウォーク                                  5    2   +0     3d5      10       明るい緑の 'h'
    巨大ヒル                                    5    1  +10     6d8      20             紫の 'w'
    劣化アイ                                    5    2  -10     7d8      10           万色の 'e'
    クター                                      5    4   +0     3d5      10         琥珀色の 'h'
    ジュラル星人                                5    8   -5     3d6      10             紫の 'h'
    ゾッグ                                      5    2   +0    13d9      20             青い 'h'
    ラージ・コボルド                            5    1   +0    13d9      32             白い 'k'
    馬                                          5    1   +0    11d8      30       オレンジの 'q'
    グリーン・ナーガ                            5    1   +0     9d8      40             緑の 'n'
    バラクーダ                                  5    2  +10    6d12      45             青い 'l'
    ギンザメ                                    5    2  +10    6d10      45   明るい青灰色の 'l'
[U] ホビット『牛うなり』                        5    3  +10      60       8             青い 'h'
    見習戦士                                    6    2   +0     9d4      16   明るい琥珀色の 'p'
    ニーベルング                                6    1   +0     8d4      12           灰色の 'h'
    見習プリースト                              6    2   +0     7d4      10       明るい青の 'p'
    巨大茶コウモリ                              6    1  +20     3d8      15         琥珀色の 'b'
    ネズミ怪物                                  6    1  +10    9d10      20       明るい赤の 'r'
    紫おばけキノコ                              6    2   +0       1       1             紫の ','
    スナガ                                      6    1   +0     8d8      32       明るい緑の 'o'
    銀のクリーピングコイン                      6    2  -10    12d8      30         青灰色の '$'
    喉を絞める手                                6    2  +20     7d8      15             緑の 'z'
    ブラウン・モルド                            6    1   +0    15d8      12         琥珀色の 'm'
    見習アーチャー                              6    2  +10     6d8      10       明るい緑の 'p'
    ガラガラヘビ                                6    1   +0     6d7      24             赤い 'J'
    巨大ナメクジ                                6    1  -10    12d9      25   明るい琥珀色の 'w'
[U] 『パクマン』                                6    2   +5      80      15             緑の 'R'
    ゾンビ・コボルド                            7    1   +0     6d8      14         青灰色の 'z'
    腐った死体                                  7    1   +0     8d8      20       明るい赤の 'z'
    森蜘蛛                                      7    3  +10     3d6      16   明るい琥珀色の 'S'
    充血アイ                                    7    3   +0     5d8       6             赤い 'e'
    巨大ピンク・ガエル                          7    1   +0     5d8      16       明るい赤の 'R'
    古代の死霊                                  7    2   +0     8d8      32       明るい赤の 'u'
    緑ベトベト                                  7    2   +0     5d8      12       明るい緑の 'i'
    浮遊霊                                      7    2   +0     2d8      10         琥珀色の 'G'
    洞窟オーク                                  7    1   +0    11d9      32   明るい琥珀色の 'o'
    ダークエルフ                                7    2   +0    7d10      16           灰色の 'h'
    窖に潜むもの                                7    2   +0     6d8      12           灰色の 's'
    レッド・ゼリー                              7    1   +0    26d8       1       明るい赤の 'j'
    暗黒トカゲ                                  7    2   +0     4d8      16             青い 'R'
    レッド・ナーガ                              7    2   +0    11d8      40       明るい赤の 'n'
[U] コボルド・ロード『ムガッシュ』              7    3   +0     150      20             青い 'k'
    グレムリン                                  8    3   +0     5d5      30         琥珀色の 'u'
    ブラウン・イーク                            8    1   +0     4d8      18         琥珀色の 'y'
    幽体戦士                                    8    1   +0     5d5      10       明るい青の 'G'
    レムレース                                  8    3   +0    13d9      32       オレンジの 'u'
    見習レンジャー                              8    1   +0     6d8       6             緑の 'p'
    見習超能力者                                8    1   +0     6d8      10           黄色の 'p'
    ナーグリング                                8    2   +0     9d9      32   明るい琥珀色の 'u'
    見習パラディン                              8    2   +0     6d8      16             白い 'p'
    チォコヴォ                                  8    3   +0     8d8      35           黄色の 'B'
    自縛霊                                      8    2   +0    20d5      10   明るい青灰色の 'G'
    ジュリアンの猟鷹                            8    2  +10     8d8      25         琥珀色の 'B'
    丘オーク                                    8    1   +0    13d9      32         青灰色の 'o'
    カルヴァリン                                8    2   +0     8d5      13   明るい琥珀色の 'I'
    ドラウグル                                  8    1   +0    10d9      20           黄色の 'z'
    スケルトン・オーク                          8    1   +0    10d8      36             白い 's'
    追い剥ぎ                                    8    2   +0     8d8      24           灰色の 'p'
    スペース・モンスター                        8    2   +0    21d8      14             黒い '.'
    グリーン・モルド                            8    2   +0    21d8      14             緑の 'm'
    デスソード                                  8    5  +20      36      40   明るい青灰色の '|'
    空飛ぶ人喰い猿                              8    2   +0    22d9      20       明るい赤の 'H'
    ファルメル                                  8    2   +0   11d11      15       オレンジの 'h'
    ジャイアント・サラマンダー                  8    1   +0     6d7      40             赤い 'R'
[U] スナガ『ラグドゥフ』                        8    2   +0     190      32         琥珀色の 'o'
[U] スナガ『ムズガッシュ』                      8    2   +0     162      30         琥珀色の 'o'
[U] サルマンの間者『ヘビの舌』                  8    2   +0     250      30           灰色の 'p'
[U] 無法者『ロビン・フッド』                    8    2  +10     168      30       明るい緑の 'p'
[U] 航海士『ナミ』                              8    4  +10     156      30       オレンジの 'p'
[U] 盗賊『鼠小僧』                              8    2  +10     168      30   明るい青灰色の 'p'
    巨大ドブネズミ                              9    1   +0     2d3      12         青灰色の 'r'
    ブラック・ハーピー                          9    1  +10     3d8      22           灰色の 'H'
    スケイヴン                                  9    1   +0    11d9      25       明るい緑の 'r'
    巨大赤アリ                                  9    2   +0     4d8      34       明るい赤の 'a'
    鷲                                          9    2  +10     9d9      25         琥珀色の 'B'
    殺人蜂                                      9    2  +10     2d4      34           黄色の 'I'
    充血ベトベト                                9    3   +0     7d8      18             赤い 'i'
[U] 『手負いの熊』                              9    1   +0     100      35             赤い 'q'
    カツオノエボシ                              9    2   +0   10d10      30             紫の 'j'
    岩もぐら                                    9    2   +0   11d11      30         青灰色の 'r'
    闘熊                                        9    1   +0   10d10      35         琥珀色の 'q'
    キング・コブラ                              9    2   +0    8d10      30             緑の 'J'
    イエティ                                    9    3   +0    11d9      24             白い 'Y'
    オーク・シャーマン                          9    1   +0     9d8      15             青い 'o'
[U] 狼『血塗られし牙』                          9    1  +10      36      30       明るい赤の 'C'
    ベビー・ブルー・ドラゴン                    9    1   +0     100      30       明るい青の 'd'
    ベビー・ホワイト・ドラゴン                  9    1   +0     100      30   明るい青灰色の 'd'
    ベビー・グリーン・ドラゴン                  9    1   +0     100      30       明るい緑の 'd'
    ベビー・ブラック・ドラゴン                  9    1   +0     100      30         青灰色の 'd'
    あばれ馬                                    9    2   +0   12d10      30       明るい緑の 'q'
    スケイヴン・シャーマン                      9    1   +0    10d8      15             緑の 'r'
[U] 東夷『ブロッダ』                            9    2   +0     210      25       オレンジの 'p'
[U] 巨大白シラミの王『lousy』                   9    3  +20     121      10   明るい青灰色の 'I'
[U] 『ジュラルの魔王』                          9    3   +2     144      25         青灰色の 'h'
[U] チャージマン『研』                          9   10  +10     196      30           黄色の 'p'
    透明おばけキノコ                           10    2   +5       1       1           透明な ','
    矢筒スロット                               10    2  +10       1       1   明るい琥珀色の ','
    巨大フルーツ・バエ                         10    6  +10     2d2      14   明るい琥珀色の 'I'
    カミカゼ・イーク                           10    1   +3     4d8      18         琥珀色の 'y'
    グラーキの奴隷                             10    1   +0    9d11      20       明るい緑の 'z'
    ブルー・ホラー                             10    3   +0    14d9      35       明るい青の 'u'
    グリズリー                                 10    1   +0   12d12      35         琥珀色の 'q'
    黒豹                                       10    2  +10    10d8      30           灰色の 'f'
    巨大白ダニ                                 10    2  -10    12d8      40             白い 'S'
    砂に棲むもの                               10    1   +0    9d10      20   明るい琥珀色の 'u'
    狼                                         10    1  +10     6d6      30         琥珀色の 'C'
    毛むくじゃらモルド                         10    2   +0    15d8      15   明るい琥珀色の 'm'
    金のクリーピングコイン                     10    3  -10    18d8      36           黄色の '$'
    死体の塊                                   10    2   +0     8d8      12         琥珀色の 'j'
    大蜘蛛                                     10    2   +0   10d10      16         青灰色の 'S'
    アウルベア                                 10    1   +0    15d8      20       オレンジの 'H'
    徴税官                                     10    3   +0     9d8      32           灰色の 'p'
    フィオナの影の怪物                         10    2   +0     9d8      12         青灰色の 'h'
    ベビー・レッド・ドラゴン                   10    1   +0     115      30       明るい赤の 'd'
    ジャイアント・ピラニア                     10    2  +10     6d9      30       明るい青の 'l'
    劣化モルド                                 10    2   +0    16d8      20           万色の 'm'
    テング                                     10    1  +10    16d9      32             青い 'u'
[U] 『ボーシン』                               10    2   +0     200      30             白い 'g'
[U] 『トラのホッブス』                         10    2  +10     100      30           黄色の 'f'
[U] 『ラムフォリンクス』                       10    2   +9      81       8       明るい緑の 'd'
    ダークエルフ・メイジ                       10    1  +10    7d10      16             紫の 'h'
    ダークエルフ戦士                           10    1   +0   10d11      16           灰色の 'h'
[U] ボルドールの息子『オルファックス』         10    3  +10     120      20       明るい青の 'y'
[U] 南蛮人『帯来洞主』                         10    2   +0     220      35         琥珀色の 'p'
    ニセドラゴン                               10    2   +0     200      30             紫の 'd'
[U] 丘オーク『グリシュナッハ』                 10    3   +0     230      20         琥珀色の 'o'
[U] 蜘蛛地獄『ゴライアス』                     10    2   +0     200      30             赤い 'S'
    ヒッポカンポス                             11    1   +0    20d9      14       明るい青の 'H'
    ゾンビ・オーク                             11    1   +0    11d8      24         青灰色の 'z'
    カオス・シェイプチェンジャー               11    2   +0    20d9      14           万色の 'H'
    ヴォーパル・バニー                         11    3  +10   10d10      40             白い 'r'
    ベビー万色ドラゴン                         11    2   +0     130      30           万色の 'd'
    浅い水たまり                               11    6   +5     9d6      17       明るい青の '~'
[U] 禿竜洞主『朶思大王』                       11    2   +0     250      45             紫の 'p'
[N] 鬼殺隊の隊士                               11    2   +0     125      30   明るい琥珀色の 'p'
[U] チーターマン『アリエス』                   11    1   +0     225      30           黄色の 'h'
    冥界イモムシの大群                         12    4  -10     5d8      15           灰色の 'w'
    深淵イモムシの大群                         12    4  -10     5d8      15           灰色の 'w'
    スライムモルド                             12    4   -5     2d8       0             緑の ','
    コティングリーの妖精                       12    3   +5    3d11      30       明るい緑の 'I'
    マスター・イーク                           12    2   +0    12d9      24             緑の 'y'
    白狼                                       12    1  +10     7d7      30             白い 'C'
    斑点ゼリー                                 12    3  +10    13d8      18         青灰色の 'j'
    ゾンビ                                     12    1   +0    12d8      24         青灰色の 'z'
    プリースト                                 12    1   +0    12d8      22       明るい青の 'p'
    スケルトン                                 12    1   +0    10d8      30             白い 's'
    ブラック・マンバ                           12    3  +10    10d8      32           灰色の 'J'
    ソードマン                                 12    1   +0    12d8      34   明るい琥珀色の 'p'
    ゲイザー                                   12    1   +0     9d9      18             青い 'e'
    ナイト・アーチャー                         12    1   +0   11d10      40   明るい琥珀色の 'p'
    イクシツザチトル                           12    1   +0    12d8      30         青灰色の 'l'
    地雷犬                                     12    4  +10     6d6      30         琥珀色の 'C'
    ヘルキャット                               12    1  +10     9d8      30       明るい赤の 'f'
    風のスピリット                             12    2  +20     8d8      40       明るい青の 'E'
    トラ                                       12    2  +10   12d10      40       オレンジの 'f'
    おどろしきバンダースナッチ                 12    2  +10    13d8      30             青い 'c'
    ファイア・コボルド                         12    1   +0   12d10      35       明るい赤の 'k'
    アイス・コボルド                           12    1   +0   12d10      35   明るい青灰色の 'k'
    サンダー・コボルド                         12    1   +0   12d10      35       明るい青の 'k'
    アシッド・コボルド                         12    1   +0   12d10      35         青灰色の 'k'
    唸るスピリット                             12    2  +10     5d8      20   明るい琥珀色の 'G'
    スケイヴン・ウォーリア                     12    1   +0   11d11      10         琥珀色の 'r'
    ダークエルフ・プリースト                   12    1   +5    7d10      30             青い 'h'
    月の怪物                                   12    1  +10    9d10      30   明るい青灰色の 'q'
    グレープ・ゼリー                           12    3   +0    52d8       1             紫の 'j'
    チョウチンアンコウ                         12    4   -5    11d5      16           万色の 'l'
[U] 孟獲の弟『孟優』                           12    2   +0     250      25       オレンジの 'p'
[U] オークの隊長『マウフル』                   12    3   +0     240      60         琥珀色の 'o'
[U] 丘オークの隊長『ゴルフィンブール』         12    3   +0     240      60         琥珀色の 'o'
[U] チーターマン『ヘラクレス』                 12    1   +0     240      35           黄色の 'h'
    クローカー                                 13    5  +20      49      40             緑の '('
    ブラウン・キラービートル                   13    2   +0    13d8      40         琥珀色の 'K'
    オーカー・ゼリー                           13    3  +10    13d8      18           黄色の 'j'
    ミスリルのクリーピングコイン               13    4   +0    20d8      50       明るい青の '$'
    ブラック・オーク                           13    2   +0   12d10      36           灰色の 'o'
    オーガ                                     13    2   +0    13d9      33   明るい琥珀色の 'O'
    幻術師                                     13    2   +0    12d8      10             紫の 'p'
    ドルイド僧                                 13    2   +0   12d12      10             緑の 'p'
    ドリダー                                   13    2   +0   10d13      30             青い 'S'
    モングバット                               13    3   +3     121      80   明るい琥珀色の 'b'
[U] セーヌの狼王『コートード』                 13    2  +10     220      30       オレンジの 'C'
[U] イークの大王『ボルドール』                 13    3  +10     180      24             紫の 'y'
    巨大ノミ                                   14    1  +10     1d2       7         青灰色の 'I'
    ソフトウェア・バグ                         14    2  +10     2d2      25             赤い 'I'
    巨大ゴキブリ                               14    2  +10     2d2      25           灰色の 'I'
    爆裂スナガ                                 14    1   +1     8d8      32       明るい緑の 'o'
    青ベトベト                                 14    4  -10    10d6      20             青い 'i'
    百目口                                     14    4   +0     8d6      20       オレンジの 'j'
    陽気なレプラコーン                         14    2  +10     2d5       6       明るい緑の 'h'
    ヒバゴン                                   14   10   +0   11d15      30             赤い 'Y'
    ヴラスタ                                   14    3  +10    12d6      20             青い 'R'
    フローラのアイリッシュ犬                   14    2  +10     9d9      20         青灰色の 'C'
    ワーグ                                     14    2  +10     8d8      20           灰色の 'C'
    オークの弩弓隊                             14    3   +0   10d10      20       明るい青の 'o'
    ピチャウ                                   14    2   +5   10d10      10           黄色の 'r'
    肉ゴーレム                                 14    1   +0    12d8      30       オレンジの 'g'
    ポイズン・コボルド                         14    1   +5   13d11      45       明るい緑の 'k'
    ニクシー                                   14    1   +0   16d10      45       明るい青の 'h'
    巨大白トンボ                               14    3   +0     5d8      20             白い 'F'
    丘ジャイアント                             14    1   +0   16d10      45   明るい琥珀色の 'P'
    ラーカー                                   14    3   +0     200      25           透明な '.'
[U] 火の神『祝融』                             14    2   +5     264      45       明るい赤の 'p'
[U] キリス・ウンゴルの『ウフサク』             14    3   +0     320      50             緑の 'o'
[U] 鬼殺隊の『先輩』                           14    1   +0     250      35             緑の 'p'
    不安定イモムシの大群                       15    4  -10    3d10      10       オレンジの 'w'
    魔法おばけキノコ                           15    2  +20       1      10       明るい青の ','
    闇の森蜘蛛                                 15    2  +10     9d8      25         琥珀色の 'S'
    巨大透明ムカデ                             15    2   +0     5d8      30           透明な 'c'
    ホムンクルス                               15    3   +0     8d8      32   明るい琥珀色の 'u'
    ノーム・メイジ                             15    2   +0     7d8      20       明るい赤の 'h'
    ヒポグリフ                                 15    1   +5     400      60   明るい琥珀色の 'H'
    土ゴーレム                                 15    2   +0    14d8      30   明るい琥珀色の 'g'
    閾に棲む者                                 15    5   +0    30d8      30         青灰色の 'Y'
    ハーフオーク                               15    3   +0   16d10      40         青灰色の 'o'
    ライト・ハウンド                           15    1   +0     6d6      30       オレンジの 'Z'
    シャドウ・ハウンド                         15    1   +0     6d6      30           灰色の 'Z'
    浮遊髑髏                                   15    3   +0   10d10      30         青灰色の 's'
    グリフォン                                 15    1   +5     300      50         琥珀色の 'H'
    クリア・ハウンド                           15    2   +0    10d6      30           透明な 'Z'
    キャリオン                                 15    1   +5     300      50   明るい青灰色の 'B'
    宙に浮かぶ宝珠                             15    2  +10    10d7      25       明るい青の '*'
    塹壕ワーム                                 15    1   +5     300      50           灰色の 'w'
    発光カヴー                                 15    1   +5     300      60             緑の 'q'
    小さな泡                                   15    2   +0   12d12      30       明るい青の 'j'
    ワーラット                                 15    2   +0    20d8      10           灰色の 'r'
    殺人イタチ                                 15    1   +0   12d12      10   明るい青灰色の 'r'
    巨大タコ                                   15    2   -5   30d11      60             紫の 'l'
    メット                                     15    4  -10   15d15      90           灰色の 'R'
    巨大タランチュラ                           15    3  +10   10d15      32       明るい緑の 'S'
    凶熊                                       15    1   +0   18d10      35           灰色の 'q'
    ブラック・オーガ                           15    2   +0    20d9      33           灰色の 'O'
    <ナーグル>の疫病人間                       15    2   +0     110      50       オレンジの 'z'
    フロスト・ジャイアント                     15    1   +0   17d10      50             白い 'P'
    アンデッド・チョウチンアンコウ             15    4   -5    15d5      20           万色の 'l'
    ガーディアン・ナーガ                       15    2   +0   24d11      65           黄色の 'n'
    ミ=ゴウ                                    15    2  +10    13d8      30       明るい赤の 'I'
    ダーク・ナーガ                             15    2   +0   22d11      65           灰色の 'n'
[U] ゴースト『Ｑ』                             15    3  +30     200      30             白い 'G'
[U] チーターマン『アポロ』                     15    1  +10     288      40           黄色の 'h'
    ハマーホーン                               16    5  +10     2d2      14           黄色の 'I'
    オーク・キャプテン                         16    3   +0   20d10      59             緑の 'o'
    シュモクザメ                               16    3   +5   16d10      59             青い 'l'
    錆の怪物                                   16    2   +0     240      55       オレンジの 'q'
    バーサーカー                               16    3   +3   22d10      68         琥珀色の 'p'
    クアシト                                   16    2   +0     6d8      30   明るい青灰色の 'u'
    ファイアー・ジャイアント                   16    2   +0    20d8      60             赤い 'P'
    リザードマン                               16    3   +0   16d10      40       明るい赤の 'h'
    ピンク・ホラー                             16    3   +0    15d9      35       明るい赤の 'u'
    巨大緑トンボ                               16    2   +0     3d8      20       明るい緑の 'F'
    ドラウグル・ウォーカー                     16    1   +0   13d13      35             青い 'z'
    アンバーハルク                             16    1   +0   20d10      50         琥珀色の 'X'
    オグリロン                                 16    2   +0    22d9      33   明るい青灰色の 'O'
    ゼラチナス・キューブ                       16    4   +0     360      18       明るい青の 'j'
[U] ウルファングの息子『ウルファスト』         16    3   +0     340      40       オレンジの 'p'
[U] 白き悪魔『ノロイ』                         16    2   +5     320      35             白い 'r'
[U] 南蛮の酋長『木鹿大王』                     16    2   +0     350      45             緑の 'p'
    凍った球体                                 17    1  +10     6d6      30             白い '*'
    跳ねる火の玉                               17    1  +10     6d6      30             赤い '*'
    電気の球体                                 17    1  +10     6d6      30       明るい青の '*'
    ランゴスタ                                 17    2  +10    50d3      15   明るい琥珀色の 'I'
    屏風の虎                                   17    3   +0   20d15      20           黄色の 'f'
    インプ                                     17    2   +0     6d8      30             赤い 'u'
    水のスピリット                             17    1  +10     9d8      28             青い 'E'
    猫又                                       17    3   +0   12d16      32         琥珀色の 'f'
    巨大赤サソリ                               17    1   +0    11d8      44       明るい赤の 'S'
    地のスピリット                             17    2  +10    13d8      40   明るい琥珀色の 'E'
    森トロル                                   17    1   +0   20d10      50       明るい緑の 'T'
    スフィンクス                               17    2   +0    60d5      80       オレンジの 'H'
    双頭ヒドラ                                 17    2   +0   100d3      60         琥珀色の 'M'
    怪奇苔男                                   17    2   +0   10d20      60             緑の 'H'
[U] ドワーフ『ナル』                           17    2   +0     450      70           黄色の 'h'
[U] 烏戈国王『兀突骨』                         17    2   +0     350      60         琥珀色の 'P'
    石英の鉱脈                                 18    2  -10   15d11      30             白い '%'
    ブリンク・ドッグ                           18    2  +10     8d8      20       明るい青の 'C'
    スタンウォール                             18    5   +0     4d8      25   明るい青灰色の '#'
    日光猿                                     18    3   +0    20d8      30   明るい琥珀色の 'Y'
    ミミック(薬)                               18    3   +0   10d10      30     準ランダムな '!'
    ウルク                                     18    1   +0      80      50             白い 'o'
    白鮫                                       18    1  +10   10d10      50   明るい青灰色の 'l'
    巨大黒トンボ                               18    2  +10     3d8      20           灰色の 'F'
    ファイア・ハウンド                         18    1   +0    10d6      30             赤い 'Z'
    コールド・ハウンド                         18    1   +0    10d6      30   明るい青灰色の 'Z'
    エナジー・ハウンド                         18    1   +0    10d6      30           黄色の 'Z'
