Monster Spoilers for 変愚蛮怒 3.0.0Alpha19
------------------------------------------

Name                                          Lev  Rar  Spd      Hp      Ac          Visual Info
[U] 風早彦『グワイヒア』                       40    1  +32    1500      65         琥珀色の 'B'
    精霊牛                                     41    3  -16     816      16             青い 'q'
    デス・ドレイク                             41    2  +10    1200      90         琥珀色の 'D'
    古代ゴールド・ドラゴン                     41    2  +10    1200     100           黄色の 'D'
    古代クリスタル・ドラゴン                   41    2  +10    1200      90           透明な 'D'
    大バジリスク                               42    2  +10    1500      90           灰色の 'R'
    古代万色ドラゴン                           42    1  +10    1800      95           万色の 'D'
    ムーマク                                   43    2   +0   90d10      55         青灰色の 'q'
    <コーン>のジャガーノート                   43    3  +10   90d19      90           灰色の 'g'
    デヴチォコヴォ                             43    9   -5    3500     180           黄色の 'B'
    赤チォコヴォ                               43   10  +10    1100     100             赤い 'B'
    年経た風のエレメンタル                     43    2  +15   95d20      60       明るい青の 'E'
    天上界ドラゴン                             43    2  +10    2100     100       オレンジの 'D'
    十一首ヒドラ                               44    2  +10  100d18     100       明るい赤の 'M'
    ドローレム                                 44    8  +10    3000     130             緑の 'g'
[U] 長虫『スカサ』                             44    2  +10    2000     130             白い 'D'
    石ドラゴン                                 45    3   +0    2500     170           灰色の 'D'
[U] 黄金竜『スマウグ』                         45    2  +10    2000     100       明るい赤の 'D'
    エント                                     46    3  +10    4000     120       明るい緑の '#'
    幽体ティラノサウルス                       46    3  +10    3000     120       明るい緑の 'R'
    ドラコリッチ                               46    2  +10    1960     110       明るい青の 'D'
    ドラコリスク                               46    2  +10    1960     110             赤い 'D'
    デイドラ・ブルー・ドラゴン                 47    1  +10    1950     110             青い 'D'
    デイドラ・ホワイト・ドラゴン               47    1  +10    1950     110   明るい青灰色の 'D'
    デイドラ・グリーン・ドラゴン               47    1  +10    1950     110             緑の 'D'
    デイドラ・ブラック・ドラゴン               47    1  +10    1950     110           灰色の 'D'
[U] ファイア・ドレイク『イタンガスト』         47    4  +10    2200     100             赤い 'D'
[U] 竜の『ファフナー』                         47    4  +10    2750     100       明るい緑の 'D'
    デイドラ・レッド・ドラゴン                 48    1  +10    2250     120             赤い 'D'
[U] ドラゴン族の祖『グラウルング』             48    2  +10    2800     120             赤い 'D'
    古代クイックシルバー・ドラゴン             49    4  +15    2100     130         青灰色の 'D'
    九尾の狐                                   49    7  +10    1800     140             白い 'f'
[U] 『カリブディス』                           49    1  +10    4000     100             赤い 'l'
    巨大バジリスク                             50    2  +10    2250     100           灰色の 'R'
    万色デイドラ・ドラゴン                     50    2  +10    3000     125           万色の 'D'
    ファスティトカロン                         51    3  +10    4500     150             緑の 'D'
[U] オーディンの乗馬『スレイプニル』           51    3  +20    4000     140       オレンジの 'q'
[U] 冥界の支配者『ダーネヴィール』             51    2  +10    3000     130             紫の 'D'
    グレート・ドラコリッチ                     52    3  +10    2800     120             青い 'D'
    グレート・ドラコリスク                     52    3  +10    2800     120             赤い 'D'
    バイル・ワイアーム                         54    1  +10    3300     125         青灰色の 'D'
    ストーム・ワイアーム                       54    1  +10    3300     125       明るい青の 'D'
    アイス・ワイアーム                         54    1  +10    3300     125             白い 'D'
    ヴェノム・ワイアーム                       54    1  +10    3300     125       明るい緑の 'D'
    グレート・インフェルノ・ドレイク           54    2  +10    2400     110           灰色の 'D'
    グレート・クリスタル・ドレイク             54    2  +10    2400     110           透明な 'D'
    グレート・ロア・ドレイク                   54    2  +10    2400     110       オレンジの 'D'
    レッサー・クラーケン                       54    2  +10    3300     150       明るい緑の 'l'
[U] 『火の鳥』                                 54    3  +10    3600     130             赤い 'B'
    鋼鉄ドラゴン                               55    3  +10    5000     200           灰色の 'D'
    ヘル・ワイアーム                           55    1  +10    3800     130       明るい赤の 'D'
[U] 『レルニアン・ヒドラ』                     55    2  +10    4500     140       明るい緑の 'M'
[U] 大鷲王『ソロンドール』                     55    1  +32    3000      65         琥珀色の 'B'
[U] ヘルドレイク『ニーズホッグ』               55    2  +10    4329     133           灰色の 'D'
[U] 声の道を導きしもの『パーサーナックス』     55    3  +10    3750     120           黄色の 'D'
[U] 黒竜『アンカラゴン』                       58    3  +10    7500     125           灰色の 'D'
[U] 氷竜『ブラムド』                           60    7  +15    5050     150             白い 'D'
[U] 水竜『エイブラ』                           60    7  +15    5050     150             青い 'D'
[U] 邪竜『ナース』                             60    7  +15    5050     150         青灰色の 'D'
[U] 金鱗の竜王『マイセン』                     60    7  +15    5050     150           黄色の 'D'
[U] 火竜山の魔竜『シューティングスター』       60    7  +15    5050     150             赤い 'D'
    万色ワイアーム                             60    2  +10    4800     140           万色の 'D'
    変幻の魔公                                 61    3  +20    3500     150           万色の 'B'
    グレーター・クラーケン                     63    2  +10    4000     175       明るい緑の 'l'
    ベヒーモス                                 64    3  +15    5000     180             緑の 'H'
    グレート・バイル・ワイアーム               64    1  +15    5000     150           灰色の 'D'
    グレート・ストーム・ワイアーム             64    1  +15    5000     150             青い 'D'
    グレート・アイス・ワイアーム               64    1  +15    5000     150   明るい青灰色の 'D'
    グレート・ヴェノム・ワイアーム             64    1  +15    5000     150             緑の 'D'
    ジャバーウォック                           65    4  +20    3200     125           万色の 'H'
[U] 『リュキアのキマイラ』                     65    2  +15    3150     200           万色の 'H'
    グレート・ヘル・ワイアーム                 66    1  +15    5750     155             赤い 'D'
    カオス・ワイアーム                         67    2  +10    4500     170           万色の 'D'
    ロー・ワイアーム                           67    2  +10    4500     170   明るい青灰色の 'D'
[U] 『見えざるピンクのユニコーン』             67    3  +30    5963     123             紫の 'q'
[U] 『ノーサ』                                 70    4  +20   10000     125           万色の 'H'
[U] ヴァリノールの猟犬『フアン』               72    5  +20    7500     110           灰色の 'C'
    バランス・ワイアーム                       72    4  +10    4900     170           万色の 'D'
    時空ワイアーム                             72    6  +15    4600     170             紫の 'D'
    グレート・万色ワイアーム                   72    2  +15    7000     170           万色の 'D'
[U] 世界を喰らうもの『アルドゥイン』           73    2  +15    9000     180           万色の 'D'
    スカイ・ドレイク                           74    4  +20    6000     200       明るい青の 'D'
[U] ミドガルドの大蛇『ヨルムンガンド』         75    1  +20   12000     160             緑の 'J'
    リヴァイアサン                             76    3  +15    6000     180             青い 'D'
    鳳凰                                       76    5  +20    4000     190       明るい赤の 'B'
    麒麟                                       76    5  +20    4000     230           黄色の 'q'
    幽体ワイアーム                             77    4  +20    6000     200             白い 'D'
[U] 地獄界ドラゴン『ティアマット』             80    4  +20   10000     125           万色の 'D'
[U] 『ゴヂラ』                                 84    2  +20    8500     185             緑の 'R'
[U] 『タラスク』                               84    2  +20    8500     185           万色の 'R'
[U] 極楽界ドラゴン『バハムート』               86    4  +20   10000     125           万色の 'D'
    甲鱗のワーム                               88    2   +0    6666      66       明るい緑の 'w'
    パワー・ワイアーム                         90    4  +20   12321     111           黄色の 'D'
    巨大サイバーワイアーム天使悪魔リッチ       99   50  +40    9801     200           万色の 'N'
[U] 『秩序のユニコーン』                       99    1  +50   20000     170             白い 'q'
[U] 『混沌のサーペント』                      100    1  +45   30000     175           万色の 'J'

